BehaviorSpace results (NetLogo 6.2.0),,,,,,,,,,,,
crested_newt.nlogo,,,,,,,,,,,,
experiment,,,,,,,,,,,,
09/23/2021 21:47:03:176 +0200,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,
0,399,0,399,,,,,,,,,
[run number],capacity,mean-juvenile-mortality-prob,mortality-decrease-with-buffer,number-of-startind,movement-energy,cropland-movement-cost,woodland-movement-cost,mean-number-of-female-offspring,scenario,mean-adult-mortality-prob,[step],count turtles
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,61,22
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,62,22
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,22,24
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,63,27
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,23,33
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,64,23
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,65,16
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,66,21
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,67,18
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,24,25
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,68,19
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,69,16
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,25,19
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,26,21
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,27,20
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,28,17
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,70,9
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,71,11
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,72,14
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,29,16
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,73,17
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,30,14
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,31,14
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,32,16
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,74,14
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,33,28
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,75,15
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,76,17
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,34,25
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,35,26
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,77,14
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,36,28
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,78,9
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,79,6
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,80,10
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,81,10
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,82,10
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,83,12
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,84,20
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,85,18
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,37,20
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,86,15
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,38,19
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,87,13
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,88,14
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,39,33
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,89,15
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,40,29
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,90,10
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,91,11
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,92,11
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,93,11
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,94,12
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,41,24
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,95,14
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,96,18
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,42,28
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,97,27
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,43,29
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,44,28
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,98,22
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,45,35
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,46,47
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,99,25
27,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,100,25
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,47,54
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,0,5
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,1,13
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,2,10
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,3,9
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,4,9
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,5,9
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,6,8
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,7,7
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,8,9
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,9,9
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,10,6
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,11,7
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,12,9
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,13,6
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,14,5
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,15,6
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,48,48
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,16,15
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,17,17
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,18,16
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,49,54
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,19,13
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,20,15
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,21,13
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,22,16
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,23,11
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,24,13
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,50,48
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,25,14
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,26,15
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,51,52
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,27,13
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,28,15
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,29,23
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,30,21
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,52,45
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,31,29
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,53,41
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,32,27
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,33,28
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,54,40
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,55,44
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,34,23
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,35,32
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,36,28
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,56,33
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,37,18
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,38,13
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,39,19
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,57,29
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,40,27
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,58,25
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,41,24
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,59,26
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,42,33
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,60,23
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,43,29
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,61,13
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,62,13
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,63,16
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,64,18
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,44,27
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,65,21
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,45,28
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,66,22
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,67,24
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,46,28
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,68,30
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,47,29
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,69,23
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,70,28
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,48,35
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,71,26
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,49,33
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,72,18
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,73,28
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,74,30
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,50,33
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,75,35
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,51,32
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,52,33
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,76,29
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,53,42
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,77,40
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,54,34
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,78,38
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,55,26
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,56,31
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,79,36
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,80,38
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,57,22
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,58,26
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,59,29
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,81,39
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,60,28
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,61,35
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,82,35
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,62,34
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,83,36
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,63,32
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,64,33
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,84,31
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,65,44
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,85,43
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,86,47
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,66,48
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,87,41
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,67,39
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,68,43
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,88,51
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,69,40
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,70,39
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,89,53
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,71,30
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,72,31
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,73,31
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,74,35
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,90,33
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,91,41
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,75,33
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,92,44
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,76,28
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,93,44
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,77,38
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,94,43
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,78,34
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,95,40
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,79,27
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,80,21
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,96,37
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,81,25
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,82,35
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,97,35
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,83,34
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,98,42
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,84,24
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,99,38
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,85,33
28,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,100,34
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,86,34
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,0,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,1,9
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,2,8
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,3,13
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,4,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,5,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,6,6
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,7,6
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,8,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,9,6
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,10,6
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,11,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,12,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,13,10
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,87,20
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,14,9
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,88,18
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,89,21
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,15,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,16,6
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,90,22
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,17,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,18,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,19,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,20,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,21,4
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,22,2
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,23,2
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,24,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,25,2
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,26,2
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,27,1
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,28,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,29,4
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,30,1
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,31,1
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,32,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,33,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,34,4
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,35,2
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,36,4
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,37,8
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,38,6
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,91,27
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,39,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,40,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,41,8
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,92,26
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,42,8
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,43,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,44,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,45,9
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,46,9
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,47,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,48,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,49,8
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,93,32
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,50,6
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,51,9
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,52,8
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,53,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,54,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,55,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,56,6
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,57,12
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,58,14
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,94,32
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,59,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,60,10
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,61,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,62,9
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,63,20
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,95,22
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,96,27
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,64,10
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,65,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,66,10
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,67,10
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,68,13
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,97,25
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,69,9
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,70,7
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,98,22
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,71,2
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,72,4
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,73,2
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,74,8
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,99,27
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,75,2
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,76,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,77,3
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,78,4
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,79,5
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,80,6
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,81,6
29,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,100,28
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,82,9
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,83,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,84,8
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,85,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,86,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,87,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,88,11
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,89,8
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,90,11
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,0,5
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,1,7
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,2,6
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,3,4
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,4,4
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,5,7
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,6,6
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,7,7
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,8,11
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,91,10
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,92,12
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,9,9
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,10,7
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,11,13
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,93,13
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,12,13
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,94,12
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,13,13
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,14,22
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,95,11
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,15,17
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,16,12
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,17,9
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,18,12
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,96,7
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,97,13
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,98,14
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,19,15
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,20,13
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,99,11
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,21,13
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,22,11
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,23,7
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,24,6
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,25,12
30,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,100,7
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,26,18
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,27,16
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,28,18
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,0,5
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,1,12
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,2,14
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,3,12
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,4,14
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,5,15
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,29,13
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,6,20
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,7,18
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,30,11
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,31,20
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,32,13
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,33,15
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,8,17
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,34,21
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,9,17
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,10,25
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,11,24
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,35,22
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,12,19
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,13,28
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,36,24
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,14,23
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,15,24
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,37,26
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,16,28
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,38,15
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,39,19
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,17,21
32,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,18,30
31,30,0.45,0.1,5,500,5,1,2.5,corridors,0.18,40,24
